Order #,Date Seen,Title,Letter Rating,Score,Year Watched,Location,Format,Release Year,Rotten Tomatoes,Length (Minutes),RT/Minute,Poster URL,Genres
133,,Grease,B+/A-,15,Pre-2006,,,1978,65%,110,NA,https://image.tmdb.org/t/p/w500/2rM7fQKpb7cs1Iq7IBqub9LFDzJ.jpg,"Romance, Comedy"
134,January-19,Green Book,B+/A-,15,2019,Redwood City,Theatre,2018,77%,130,62%,https://image.tmdb.org/t/p/w500/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,"Drama, Comedy, History"
135,July-07,Harry Potter and the Order of the Phoenix,B+/A-,15,2007,,,2007,78%,138,NA,https://image.tmdb.org/t/p/w500/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,"Adventure, Fantasy"
136,June-14,Her,B+/A-,15,2014,Plane,Plane,2013,95%,126,75%,https://image.tmdb.org/t/p/w500/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,"Romance, Sci Fi, Drama"
137,December-06,"History Boys, The",B+/A-,15,2006,,,2006,66%,109,NA,https://image.tmdb.org/t/p/w500/klybhTU75GUcQbzdVXUhsZgq1EV.jpg,Drama
138,November-13,"Hunger Games 2: Catching Fire, The",B+/A-,15,2013,Pensinula,Theatre,2013,,146,61%,https://image.tmdb.org/t/p/w500/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,"Adventure, Action, Sci Fi"
139,December-14,Hugo,B+/A-,15,2011,Pensinula,On-Demand/PPV,2011,93%,126,75%,https://image.tmdb.org/t/p/w500/1dxRq3o3l3bVWNRvvSb7rRf68qp.jpg,"Adventure, Drama, Family"
140,October-16,"Hunt for the Wilderpeople, The",B+/A-,15,2016,Portola Valley,On-Demand/PPV,2016,,101,97%,https://image.tmdb.org/t/p/w500/hkmz9rxgcweizXNElozGeKwmAJE.jpg,"Adventure, Comedy, Drama"
141,March-18,Icarus,B+/A-,15,2018,Portola Valley,Netflix,2017,92%,110,85%,https://image.tmdb.org/t/p/w500/x5azMi1KvZWbBbfjmGqpHNGqjH.jpg,Documentary
142,,"Incredibles, The",B+/A-,15,Pre-2006,,,2004,,115,NA,https://image.tmdb.org/t/p/w500/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,"Action, Adventure, Animation, Family"
143,October-22,Inglorious Basterds,B+/A-,15,2022,Portola Valley,On-Demand/PPV,2009,,152,59%,https://image.tmdb.org/t/p/w500/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,"Drama, Thriller, War"
144,February-07,"Insider, The",B+/A-,15,2007,,,1999,96%,157,NA,https://image.tmdb.org/t/p/w500/jJCyIBPfvk41uETq6K6u4upyGO8.jpg,"Drama, Thriller"
145,May-08,Iron Man,B+/A-,15,2008,San Fran,Theatre,2008,94%,126,74%,https://image.tmdb.org/t/p/w500/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,"Action, Sci Fi, Adventure"
146,February-08,It Happened One Night,B+/A-,15,2008,Boston,On-Demand/PPV,1934,98%,105,91%,https://image.tmdb.org/t/p/w500/2PNUGWAflH6UUumas0POMmokHlc.jpg,"Comedy, Romance"
147,July-13,Jiro Dreams of Sushi,B+/A-,15,2013,Peninsula,On-Demand/PPV,2012,,81,122%,https://image.tmdb.org/t/p/w500/iVrkM4jSJw1IsOpW5jTtY5QxVqj.jpg,Documentary
148,October-19,Joker,B+/A-,15,2019,Denver,Theatre,2019,68%,122,57%,https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,"Crime, Thriller, Drama"
149,July-08,Kung Fu Panda,B+/A-,15,2008,ATWT,Theatre,2008,87%,88,100%,https://image.tmdb.org/t/p/w500/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,"Animation, Family, Comedy, Action, Adventure"
150,,"Last of the Mohicans, The",B+/A-,15,Pre-2006,,,1992,88%,112,NA,https://image.tmdb.org/t/p/w500/qzJMPWRtZveBkxXOv3ucWhoJuyj.jpg,"Action, History, Romance, War"
151,,Lethal Weapon,B+/A-,15,Pre-2006,,,1987,,22,NA,https://image.tmdb.org/t/p/w500/6gt44oqb4nE8vflPElffeGwsHVl.jpg,Documentary
152,,Lethal Weapon 2,B+/A-,15,Pre-2006,,,1989,82%,114,NA,https://image.tmdb.org/t/p/w500/ZsUGxTnZ4TzTrHSAfUPJcliL1K.jpg,"Action, Adventure, Comedy, Crime, Thriller"
153,12/29/2015,Locke,B+/A-,15,2015,Peninsula,Amazon Instant,2014,,85,107%,https://image.tmdb.org/t/p/w500/tTREq5tTyYwmSLDRMhybJ82zXcX.jpg,"Drama, Thriller"
154,,Major League,B+/A-,15,Pre-2006,,,1989,,105,NA,https://image.tmdb.org/t/p/w500/ypUedY9zX4nGGf1lQv1UGc8PhPA.jpg,Comedy
155,July-08,Mamma Mia,B+/A-,15,2008,London,Theatre,2008,55%,108,48%,https://image.tmdb.org/t/p/w500/zdUA4FNHbXPadzVOJiU0Rgn6cHR.jpg,"Comedy, Romance"
156,October-07,"Man for  All Seasons, A",B+/A-,15,2007,Boston,DVD,1966,89%,120,NA,https://image.tmdb.org/t/p/w500/wK0PqNYRAKKozQvi6M9e1HCH6LA.jpg,"Drama, History"
157,November-08,The Manchurian Candidate,B+/A-,15,2008,San Fran,On-Demand/PPV,1962,97%,126,78%,https://image.tmdb.org/t/p/w500/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg,"Thriller, Drama"
158,February-07,Memento,B+/A-,15,2007,,,2000,93%,113,NA,https://image.tmdb.org/t/p/w500/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,"Mystery, Thriller"
159,November-07,Michael Clayton,B+/A-,15,2007,Boston,Theatre,2007,90%,119,NA,https://image.tmdb.org/t/p/w500/hhkW4yVIGo8Bee3UITKvqOvhNMG.jpg,"Drama, Thriller, Crime"
160,July-20,Moonlight,B+/A-,15,2020,Portola Valley,On-Demand/PPV,2016,98%,111,88%,https://image.tmdb.org/t/p/w500/qLnfEmPrDjJfPyyddLJPkXmshkp.jpg,Drama
161,,Murderball,B+/A-,15,Pre-2006,,,2005,98%,88,NA,https://image.tmdb.org/t/p/w500/qxaXzZnGsHaAJpSaF72nDhhL58n.jpg,Documentary
162,,Naked Gun I,B+/A-,15,Pre-2006,,,1994,,83,NA,https://image.tmdb.org/t/p/w500/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,"Comedy, Crime"
163,,Narrow Margin,B+/A-,15,Pre-2006,,,1990,63%,97,NA,https://image.tmdb.org/t/p/w500/2qUkMhyBzLbGxng4dMDXGTHntC.jpg,"Action, Thriller, Crime, Mystery"
164,March-15,Nightcrawler,B+/A-,15,2015,Pensinsula,On-Demand/PPV,2014,95%,117,81%,https://image.tmdb.org/t/p/w500/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,"Crime, Drama, Thriller"
165,,Ocean's Eleven,B+/A-,15,Pre-2006,,,2001,83%,116,NA,https://image.tmdb.org/t/p/w500/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,"Thriller, Crime"
166,October-16,O.J. Simpson: Made in America,B+/A-,15,2016,Peninsula,On-Demand/PPV,2016,,464,NA,https://image.tmdb.org/t/p/w500/2FW1ViDhIShRpjQx8isstiB6jel.jpg,"Documentary, Crime, History"
167,May-16,On the Waterfront,B+/A-,15,2016,Peninsula,On-Demand/PPV,19,,108,91%,https://image.tmdb.org/t/p/w500/fKjLZy9W8VxMOp5OoyWojmLVCQw.jpg,"Crime, Drama, Romance"
168,July-23,Oppenheimer,B+/A-,15,2023,Redwood City,Theatre,2023,93%,180,52%,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,"Drama, History"
169,April-18,Paddington 2,B+/A-,15,2018,Portola Valley,On-Demand/PPV,2018,,105,95%,https://image.tmdb.org/t/p/w500/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,"Adventure, Comedy, Family"
170,,Pirates of the Caribbean,B+/A-,15,Pre-2006,,,2003,79%,143,NA,https://image.tmdb.org/t/p/w500/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,"Adventure, Fantasy, Action"
171,April-13,"Place Beyond the Pines, The",B+/A-,15,2013,Peninsula,Theatre,2013,,140,58%,https://image.tmdb.org/t/p/w500/vY5j2xQzMGWmxBuhQo0HfA4Lxqb.jpg,"Drama, Crime"
172,October-06,"Prestige, The",B+/A-,15,2006,,,2006,77%,130,NA,https://image.tmdb.org/t/p/w500/2ZOzyhoW08neG27DVySMCcq2emd.jpg,"Drama, Mystery, Sci Fi"
173,,Private Parts,B+/A-,15,Pre-2006,,,1997,,109,NA,https://image.tmdb.org/t/p/w500/8nCc9fhXCVvetlqpxkrCTc9NwOz.jpg,"Comedy, Drama"
174,,Pulp Fiction,B+/A-,15,Pre-2006,,,1994,92%,154,NA,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,"Thriller, Crime, Comedy"
175,April-18,"Quiet Place, A",B+/A-,15,2018,Peninsula,Theatre,2018,96%,90,106%,https://image.tmdb.org/t/p/w500/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,"Horror, Drama, Sci Fi"
176,,"Rock, The",B+/A-,15,Pre-2006,,,1996,67%,136,NA,https://image.tmdb.org/t/p/w500/j5mxLNWjUlXUUk8weFBtnF4afIR.jpg,"Action, Adventure, Thriller"
177,,Rocky IV,B+/A-,15,Pre-2006,,,1985,39%,91,NA,https://image.tmdb.org/t/p/w500/2MHUit4H6OK5adcOjnCN6suCKOl.jpg,Drama
178,,Romancing The Stone,B+/A-,15,Pre-2006,,,1984,85%,106,NA,https://image.tmdb.org/t/p/w500/qfIlVOYZH5RiZ0ndFKUpr5Zn2Bx.jpg,"Romance, Comedy, Action, Adventure"
179,February-14,Rush,B+/A-,15,2013,Peninsula,Theatre,2013,89%,123,72%,https://image.tmdb.org/t/p/w500/cyfncP1YKDNcGb0agE7RQr6UOYr.jpg,"Drama, Action"
180,,"Silence of the Lambs, The",B+/A-,15,Pre-2006,,,1991,95%,118,NA,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,"Crime, Thriller, Drama"
181,July-16,Sing Street,B+/A-,15,2016,Portola Valley,On-Demand/PPV,2016,95%,106,92%,https://image.tmdb.org/t/p/w500/sUWpVlrvzU2SJbnVZqIeKulPKwk.jpg,"Romance, Drama, Music, Comedy"
182,November-08,Slumdog Millionaire,B+/A-,15,2008,San Fran,Theatre,2008,92%,120,77%,https://image.tmdb.org/t/p/w500/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg,"Drama, Romance"
183,February-14,"Spectacular Now, The",B+/A-,15,2014,Peninsula,On-Demand/PPV,2013,92%,95,97%,https://image.tmdb.org/t/p/w500/tYDbDuZ3K4Xwp3cwtmZM6k53bwq.jpg,"Comedy, Drama, Romance"
184,,Speed,B+/A-,15,Pre-2006,,,1994,95%,116,NA,https://image.tmdb.org/t/p/w500/82PkCE4R95KhHICUDF7G4Ly2z3l.jpg,"Action, Thriller"
185,,Spider-Man II,B+/A-,15,Pre-2006,,,2019,,129,NA,https://image.tmdb.org/t/p/w500/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,"Action, Adventure, Sci Fi"
186,May-16,Spotlight,B+/A-,15,2016,Peninsula,On-Demand/PPV,2015,97%,129,74%,https://image.tmdb.org/t/p/w500/8DPGG400FgaFWaqcv11n8mRd2NG.jpg,"Drama, History"
187,October-18,A Star is Born,B+/A-,15,2018,Los Angeles,Theatre,2018,90%,135,67%,https://image.tmdb.org/t/p/w500/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,"Music, Drama, Romance"
188,May-09,Star Trek,B+/A-,15,2009,San Fran,Theatre,2009,94%,127,75%,https://image.tmdb.org/t/p/w500/lV5OpzAss1z06YNagOVap1I35mH.jpg,"Sci Fi, Action, Adventure"
189,,Star Wars: Episode VI - Return of the Jedi,B+/A-,15,Pre-2006,,,1983,83%,131,NA,https://image.tmdb.org/t/p/w500/jQYlydvHm3kUix1f8prMucrplhm.jpg,"Adventure, Action, Sci Fi"
190,12/17/2015,Star Wars Episode VII: The Force Awakens,B+/A-,15,2015,Theatre,Peninsula,2015,93%,136,69%,https://image.tmdb.org/t/p/w500/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,"Adventure, Action, Sci Fi"
191,10/17/2015,Steve Jobs,B+/A-,15,2015,Peninsula,Theatre,2015,85%,122,70%,https://image.tmdb.org/t/p/w500/ljiRO29Y9khEERRqMluptUYunJ9.jpg,"Drama, History"
192,,Superman II,B+/A-,15,Pre-2006,,,1980,89%,127,NA,https://image.tmdb.org/t/p/w500/6XjwM5SbvrrfYPfs6LHAuGO9cOY.jpg,"Sci Fi, Action, Adventure"
193,December-16,Oasis: Supersonic,B+/A-,15,2016,Portola Valley,Amazon Instant,2016,84%,122,68%,https://image.tmdb.org/t/p/w500/gMHLEKTB22J212To1gSnundcIhH.jpg,"Music, Documentary, History"
194,September-07,Syriana,B+/A-,15,2007,Boston,On-Demand/PPV,2005,72%,128,NA,https://image.tmdb.org/t/p/w500/mO3hWUTOxmLJxihvDU0YFkb0Mb5.jpg,"Drama, Thriller"
195,,Terms of Endearment,B+/A-,15,Pre-2006,,,1983,81%,132,NA,https://image.tmdb.org/t/p/w500/l77DRjJuykqKMtD9GTK4YT7qKHW.jpg,"Drama, Comedy"
196,,Thank You For Smoking,B+/A-,15,Pre-2006,,,2005,86%,92,NA,https://image.tmdb.org/t/p/w500/cJpeM7U36diFinieBWNLVi0FlQz.jpg,"Comedy, Drama"
197,December-10,The Kids Are All Right,B+/A-,15,2010,Peninsula,On-Demand/PPV,2010,93%,104,89%,https://image.tmdb.org/t/p/w500/xQ5XqZc82dDCcGjxY7voRKjhaKQ.jpg,"Comedy, Drama"
198,,There's Something About Mary,B+/A-,15,Pre-2006,,,1998,84%,119,NA,https://image.tmdb.org/t/p/w500/slJD1Dvnsf15LoeqhERsyzisAdn.jpg,"Romance, Comedy"
199,5/8/2016,"Third Man, The",B+/A-,15,2016,Portola Valley,On-Demand/PPV,1949,99%,104,96%,https://image.tmdb.org/t/p/w500/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg,"Thriller, Mystery"
200,4/7/2019,Three Identical Strangers,B+/A-,15,2019,Portola Valley,On-Demand/PPV,2018,96%,96,100%,https://image.tmdb.org/t/p/w500/esPoJNMBsgWXahv8gILIl5K6sFk.jpg,Documentary
201,,Traffic,B+/A-,15,Pre-2006,,,2000,93%,147,NA,https://image.tmdb.org/t/p/w500/jbccmnqE4oAPI67bApgt2JiRPz8.jpg,"Thriller, Drama, Crime"
202,September-08,Vicky Cristina Barcelona,B+/A-,15,2008,San Fran,Theatre,2008,80%,96,84%,https://image.tmdb.org/t/p/w500/ekAIg0GSbbHTH7y1GPgWj0brLTW.jpg,"Drama, Romance"
203,July-08,"Visitor, The",B+/A-,15,2008,London,Theatre,2008,,103,89%,https://image.tmdb.org/t/p/w500/eCE9qH1kQJ589ZPt31zW26ojNMG.jpg,"Crime, Drama, Music"
204,April-06,Walk the Line,B+/A-,15,2006,,,2005,83%,136,NA,https://image.tmdb.org/t/p/w500/p8lPTjvjOjTfvC1E9pmMwcF9vkn.jpg,"Drama, Music, Romance"
205,,While You Were Sleeping,B+/A-,15,Pre-2006,,,1995,81%,103,NA,https://image.tmdb.org/t/p/w500/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg,"Romance, Comedy"
206,October-14,Whiplash,B+/A-,15,2014,San Fran,Theatre,2014,94%,106,91%,https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg,"Drama, Music"
207,,Wonder Boys,B+/A-,15,Pre-2006,,,2000,81%,107,NA,https://image.tmdb.org/t/p/w500/xktXTvdAizvEfHQozXPKVYPcyEP.jpg,"Comedy, Drama"
208,August-17,Wonder Woman,B+/A-,15,2017,Jackson Hole,Theatre,2017,93%,141,65%,https://image.tmdb.org/t/p/w500/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,"Action, Adventure, Fantasy"
209,September-11,X-Men: First Class,B+/A-,15,2011,Peninsula,On-Demand/PPV,2011,86%,131,66%,https://image.tmdb.org/t/p/w500/hNEokmUke0dazoBhttFN0o3L7Xv.jpg,"Action, Sci Fi, Adventure"
210,January-20,1917,B+,14,2020,Peninsula,Theatre,2020,,119,76%,https://image.tmdb.org/t/p/w500/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,"War, History, Drama, Action"
211,January-12,50/50,B+,14,2011,Peninsula,On-Demand/PPV,2011,93%,100,93%,https://image.tmdb.org/t/p/w500/8f9tM9JVB4ETBhxlQcXIjLckArl.jpg,"Comedy, Drama"
212,,10 Things I Hate About You,B+,14,Pre-2006,,,1999,72%,97,NA,https://image.tmdb.org/t/p/w500/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,"Comedy, Romance, Drama"
213,,21 Grams,B+,14,Pre-2006,,,2003,80%,124,NA,https://image.tmdb.org/t/p/w500/wZ0l6or5juuVWqDkLEgaghs4f9l.jpg,"Drama, Crime, Thriller"
214,November-14,22 Jump Street,B+,14,2014,Peninsula,On-Demand/PPV,2014,84%,110,76%,https://image.tmdb.org/t/p/w500/850chzYHYbT3IISl6Q7dbBuFP2B.jpg,"Crime, Comedy, Action"
215,July-09,500 Days of Summer,B+,14,2009,San Fran,Theatre,2009,86%,95,92%,https://image.tmdb.org/t/p/w500/qXAuQ9hF30sQRsXf40OfRVl0MJZ.jpg,"Comedy, Drama, Romance"
216,,A Time to Kill,B+,14,Pre-2006,,,1996,66%,149,NA,https://image.tmdb.org/t/p/w500/w8UCke112E9jrhjKcwG32kyhTx5.jpg,"Crime, Drama, Thriller"
217,,About Schmidt,B+,14,Pre-2006,,,2002,86%,125,NA,https://image.tmdb.org/t/p/w500/tstvsrJHY57hc951lb190alXRQm.jpg,"Drama, Comedy"
218,May-23,Air,B+,14,2023,Portola Valley,HBO,2023,93%,112,82%,https://image.tmdb.org/t/p/w500/76AKQPdH3M8cvsFR9K8JsOzVlY5.jpg,"Drama, History"
219,,Air Force One,B+,14,Pre-2006,,,1997,78%,124,NA,https://image.tmdb.org/t/p/w500/evO1iENjLpUnbwjnt5XK85jRYob.jpg,"Action, Thriller"
220,May-22,"Alpinist, The",B+,14,2022,Portola Valley,Netflix,2021,93%,93,100%,https://image.tmdb.org/t/p/w500/tYbSGAVbyACEExptLu63CxCGm4O.jpg,"Documentary, Adventure"
221,,Amadeus,B+,14,Pre-2006,,,1984,90%,160,NA,https://image.tmdb.org/t/p/w500/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg,"History, Music, Drama"
222,August-07,Amazing Grace,B+,14,2007,London,DVD,2006,68%,118,NA,https://image.tmdb.org/t/p/w500/g1WfKECGrdbRo6YMI1DzaNCBCNy.jpg,Drama
223,,American Pie,B+,14,Pre-2006,,,1999,62%,95,NA,https://image.tmdb.org/t/p/w500/5P68by2Thn8wHAziyWGEw2O7hco.jpg,"Comedy, Romance"
224,August-15,American Sniper,B+,14,2015,Portola Valley,On-Demand/PPV,2015,,134,54%,https://image.tmdb.org/t/p/w500/i1U46OwMc6vlm7OoSUKfqUH615e.jpg,"War, Action"
225,,Anger Management,B+,14,Pre-2006,,,2003,42%,106,NA,https://image.tmdb.org/t/p/w500/8wX3S5HjL3bgb2yi4CfR2qIqbdH.jpg,Comedy
226,,Annie Hall,B+,14,Pre-2006,,,1977,97%,93,NA,https://image.tmdb.org/t/p/w500/gBo4G0p8iVS998aYvXS656jbsH2.jpg,"Comedy, Drama, Romance"
227,November-17,Ant-Man,B+,14,2017,Portola Valley,On-Demand/PPV,2015,83%,115,71%,https://image.tmdb.org/t/p/w500/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg,"Sci Fi, Action, Adventure"
228,February-06,"Aristrocrats, The",B+,14,2006,,,1961,,95,NA,https://image.tmdb.org/t/p/w500/psk1X6d6o0MjBcbLqOpl3b2gnm6.jpg,Drama
229,April-14,"Armstrong Lie, The",B+,14,2014,Dubai,On-Demand/PPV,2013,82%,122,68%,https://image.tmdb.org/t/p/w500/i90vU3XY68o27nxJexDqT7S4cGN.jpg,Documentary
230,September-23,Arnold,B+,14,2023,Portola Valley,Netflix,2023,,165,44%,https://image.tmdb.org/t/p/w500/g84NgaNZuMoa1kl94Oh6qTqK3ZW.jpg,Drama
231,,As Good As it Gets,B+,14,Pre-2006,,,1997,86%,139,NA,https://image.tmdb.org/t/p/w500/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg,"Drama, Comedy, Romance"
232,December-07,Atonement,B+,14,2007,East Bay,Theatre,2007,83%,123,NA,https://image.tmdb.org/t/p/w500/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,"Drama, Romance"
233,February-07,Babel,B+,14,2007,,,2006,68%,143,NA,https://image.tmdb.org/t/p/w500/bZByZbvU7u14WjoUJERqCRW9saN.jpg,Drama
234,January-20,Bad Boys for Life,B+,14,2020,Redwood City,Theatre,2020,76%,123,63%,https://image.tmdb.org/t/p/w500/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,"Thriller, Action, Crime"
235,August-14,Bad Words,B+,14,2014,Plane,On-Demand/PPV,2014,,89,72%,https://image.tmdb.org/t/p/w500/hZo399sszo6QxEPOmqJiq5NhQeU.jpg,Comedy
236,,Bambi,B+,14,Pre-2006,,,1942,91%,69,NA,https://image.tmdb.org/t/p/w500/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg,"Animation, Drama, Family"
237,August-08,"Bank Job, The",B+,14,2008,ATWT,Theatre,2008,79%,110,72%,https://image.tmdb.org/t/p/w500/bfXjFTytfFTdo9WeO7lYqzkHG7g.jpg,"Thriller, Crime, Drama"
238,July-23,Barbie,B+,14,2023,Redwood City,Theatre,2008,,114,77%,https://image.tmdb.org/t/p/w500/qsb1OQCNVMAX3KRT6xhKOl3mM6P.jpg,"Animation, Fantasy, Family"
239,,Basic Instinct,B+,14,Pre-2006,,,1992,56%,127,NA,https://image.tmdb.org/t/p/w500/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,"Thriller, Mystery"
240,October-23,Beckham,B+,14,2023,East Coast,Netflix,2023,,220,41%,PLACEHOLDER,
241,July-13,Before Midnight,B+,14,2013,Peninsula,Theatre,2013,98%,108,91%,https://image.tmdb.org/t/p/w500/qbGKJmNUroDz75kh5Oafoall89e.jpg,"Romance, Drama"
242,July-09,Before Sunrise,B+,14,2009,San Fran,On-Demand/PPV,1995,100%,101,99%,https://image.tmdb.org/t/p/w500/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,"Drama, Romance"
243,,Bill and Ted's Excellent Adventure I,B+,14,Pre-2006,,,1989,,90,NA,https://image.tmdb.org/t/p/w500/tV25lGWGWGEqUe3U0xjQTBgilSx.jpg,"Adventure, Comedy, Sci Fi"
244,July-20,Birdman,B+,14,2020,Portola Valley,On-Demand/PPV,2014,91%,119,76%,https://image.tmdb.org/t/p/w500/rFERAyRuI6nuWKaLTpcjowOoQPC.jpg,Documentary
245,,Black Hawk Down,B+,14,Pre-2006,,,2001,77%,144,NA,https://image.tmdb.org/t/p/w500/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg,"Action, War, History"
246,March-07,Blades of Glory,B+,14,2007,,,2007,70%,93,NA,https://image.tmdb.org/t/p/w500/yclY3zyzrL1MS9b6Eygs9ks0ZTY.jpg,Comedy
247,,Blood Sport,B+,14,Pre-2006,,,1973,,90,NA,https://image.tmdb.org/t/p/w500/j91aX2FhqvGj8hxMOmmn6y0Iu9D.jpg,"Drama, TV Movie"
248,10/11/2016,Blue Jay,B+,14,2016,Portola Valley,On-Demand/PPV,2016,91%,85,109%,https://image.tmdb.org/t/p/w500/A2A80lvgaagG5ewfP7SKhL8uwUI.jpg,"Drama, Romance"
249,1/4/2022,Bolt,B+,14,2022,Portola Valley,Disney Plus,2008,90%,96,93%,https://image.tmdb.org/t/p/w500/v5aC4nrzXFGJDWY4JO1eengXzqk.jpg,"Animation, Family, Adventure, Comedy"
250,,Boogie Nights,B+,14,Pre-2006,,,1997,91%,155,NA,https://image.tmdb.org/t/p/w500/wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg,Drama
251,7/1/2019,Booksmart,B+,14,2019,Peninsula,Theatre,2019,96%,105,92%,https://image.tmdb.org/t/p/w500/2aSxRDmisJP90H3S0aocyuQIe4z.jpg,Comedy
252,,"Bourne Identity, The",B+,14,Pre-2006,,,2002,84%,119,NA,https://image.tmdb.org/t/p/w500/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,"Action, Drama, Mystery, Thriller"
253,,Bowfinger,B+,14,Pre-2006,,,1999,83%,97,NA,https://image.tmdb.org/t/p/w500/iGuiFYEYwFkaRPl3FgLJYEm6dWq.jpg,Comedy
254,,"Breakfast Club, The",B+,14,Pre-2006,,,1985,87%,97,NA,https://image.tmdb.org/t/p/w500/mgKStC3O7jOURJJcMqasAgHnT7B.jpg,"Comedy, Drama"
255,,Bull Durham,B+,14,Pre-2006,,,1988,97%,108,NA,https://image.tmdb.org/t/p/w500/q3T9bO6p74NcTxWOhdUA6fASQ5T.jpg,"Comedy, Romance"
256,,Bulworth,B+,14,Pre-2006,,,1998,76%,108,NA,https://image.tmdb.org/t/p/w500/gR9jZ7W2d28aSa2Yimz797VNXRh.jpg,"Comedy, Drama, Crime, Thriller, Romance"
257,February-09,Bus 174,B+,14,2009,San Fran,On-Demand/PPV,2003,,122,82%,https://image.tmdb.org/t/p/w500/30v64yPfBbNSmnYHShExuWlXUJh.jpg,"Documentary, Crime"
258,,Butch Cassidy and the Sundance Kid,B+,14,Pre-2006,,,1969,89%,110,NA,https://image.tmdb.org/t/p/w500/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,"Adventure, Western, Crime, Drama, History"
259,,Can't Buy Me Love,B+,14,Pre-2006,,,1987,48%,94,NA,https://image.tmdb.org/t/p/w500/qK3yiqo84U3twOOKOx81c407Hpr.jpg,"Drama, Comedy, Romance"
260,2/24/2019,Can you ever forgive me?,B+,14,2019,Portola Valley,On-Demand/PPV,2018,98%,107,92%,https://image.tmdb.org/t/p/w500/y9pDvBdvU8Z5QjQ6Y4oF0Cq7p5j.jpg,"Drama, Crime, Comedy, History"
261,,Cape Fear,B+,14,Pre-2006,,,1991,76%,128,NA,https://image.tmdb.org/t/p/w500/meJZAAuVcjic2ipvbOPz5UlE4P9.jpg,"Drama, Crime, Thriller"
262,November-16,Captain Fantastic,B+,14,2016,Portola Valley,On-Demand/PPV,2016,82%,119,69%,https://image.tmdb.org/t/p/w500/2sFME73GaD8UsUxPUKe60cPdLif.jpg,"Adventure, Drama"
263,,Catch Me if You Can,B+,14,Pre-2006,,,2002,96%,141,NA,https://image.tmdb.org/t/p/w500/sdYgEkKCDPWNU6KnoL4qd8xZ4w7.jpg,"Drama, Crime"
264,,Chariots of Fire,B+,14,Pre-2006,,,1981,84%,125,NA,https://image.tmdb.org/t/p/w500/qnRaum8k0HqGRml2i7OawFqUtEb.jpg,"Drama, History"
265,February-07,Charlie and the Chocolate Factory,B+,14,2007,,,2005,83%,115,NA,https://image.tmdb.org/t/p/w500/iKP6wg3c6COUe8gYutoGG7qcPnO.jpg,"Adventure, Comedy, Family, Fantasy"
266,July-15,Chef,B+,14,2015,Peninusula,On-Demand/PPV,2014,87%,115,75%,https://image.tmdb.org/t/p/w500/hyp8EXDmO4dSC8V6Q5jU7gD1kcg.jpg,Comedy
267,,"Cider House Rules, The",B+,14,Pre-2006,,,1999,72%,126,NA,https://image.tmdb.org/t/p/w500/qAECAgqjSFRVZzEEGbFAZqZNiDh.jpg,Drama
